Spanish word,English word,Spanish Sentence,English Sentence
supermercado,supermarket,Voy al supermercado para comprar comida y productos de limpieza.,I am going to the supermarket to buy food and cleaning products.
joyería,jeweler,Me encanta visitar la joyería para buscar regalos especiales.,I love visiting the jewelry store to look for special gifts.
juguetería,toy store,Voy a comprar un regalo para mi sobrino en la juguetería.,I am going to buy a gift for my nephew at the toy store.
almacenero(a),grocer,El almacenero ayuda a mantener organizada la mercancía en el almacén.,"""The storekeeper helps to keep the merchandise organized in the warehouse."""
comerciante (a),merchant,El comerciante vendió todos sus productos en la feria.,"""The merchant sold all his products at the fair."""
tendero(a),shopkeeper,El tendero de la tienda de comestibles es muy amable y siempre ofrece un excelente servicio.,The owner of the grocery store is very kind and always provides excellent service.
dependiente,clerk,El dependiente de la tienda me ayudó a encontrar lo que estaba buscando.,"""The store clerk helped me find what I was looking for."""
cajero(a),cashier,El cajero del supermercado está atendiendo a los clientes con rapidez.,The supermarket cashier is serving customers quickly.
los cuidados de la salud,healthcare,Es importante mantener los cuidados de la salud para vivir una vida larga y feliz.,It is important to maintain healthcare routines in order to live a long and happy life.
el dentista,dentist,El dentista me dijo que debo cepillarme los dientes tres veces al día.,The dentist told me that I should brush my teeth three times a day.
el doctor/a,doctor,El doctor atendió a la paciente con mucha dedicación y cuidado.,"""The doctor attended to the patient with a lot of dedication and care."""
el enfermero/a,nurse,El enfermero ayudó a los pacientes con cuidado y amabilidad.,The nurse helped the patients with care and kindness.
el médico general,general practitioner,El médico general revisó a todos los pacientes en la clínica hoy.,"""The general physician checked on all the patients at the clinic today."""
el médico de cabecera,general practitioner,El médico de cabecera me recetó medicamentos para mi gripe.,My primary care physician prescribed medication for my flu.
el médico especialista,specialist,El médico especialista en cardiología atendió al paciente con mucha dedicación.,The cardiologist doctor attended to the patient with great dedication.
el/la nutricionista,nutritionist,La nutricionista me dio consejos para mejorar mi alimentación.,"""The nutritionist gave me advice to improve my diet."""
el/la paciente,patient,El doctor examinó al paciente cuidadosamente.,The doctor carefully examined the patient.
el/la paramédico,paramedic,El paramédico llegó rápidamente al lugar del accidente para brindar asistencia médica.,The paramedic quickly arrived at the accident scene to provide medical assistance.
quiropráctico(a),chiropractor,El quiropráctico ayudó a aliviar el dolor de espalda de mi mamá.,"""The chiropractor helped relieve my mom's back pain."""
el/la pediatra,pediatrician,El pediatra recomendó a la madre que vacunara a su hijo.,"""The pediatrician recommended to the mother that she vaccinate her son."""
el psicólogo/a,psychologist,El psicólogo/a ayudará a resolver tus problemas emocionales.,The psychologist will help you resolve your emotional problems.
los primeros auxilios,first aid,Es importante conocer los primeros auxilios en caso de emergencia.,It is important to know first aid in case of an emergency.
la salud,health,Es importante cuidar nuestra salud para disfrutar de una vida plena.,It is important to take care of our health in order to enjoy a fulfilling life.
la ambulancia,ambulance,La ambulancia llegó rápidamente al lugar del accidente.,The ambulance arrived quickly at the site of the accident.
la aseguradora,insurance carrier,La aseguradora cubrirá los gastos médicos en caso de accidente.,"""The insurance company will cover medical expenses in case of an accident."""
el centro de salud,clinic,Necesito ir al centro de salud para una consulta médica.,I need to go to the health center for a medical appointment.
la clínica,clinic,Voy a visitar la clínica para mi chequeo médico de rutina.,"""I am going to visit the clinic for my routine medical check-up."""
la farmacia,drug store,Voy a la farmacia a comprar medicinas para mi resfriado.,I am going to the pharmacy to buy medicine for my cold.
droguería,drug store,Voy a la droguería a comprar algunos medicamentos y productos de cuidado personal.,I am going to the drugstore to buy some medicines and personal care products.
el hospital,hospital,El hospital está ubicado en el centro de la ciudad.,The hospital is located in the center of the city.
el pabellón,ward,El pabellón era el edificio más grande del campus universitario.,The pavilion was the largest building on the university campus.
la sala de espera,waiting room,En la sala de espera del hospital había muchas personas esperando para ser atendidas.,"In the hospital waiting room, there were many people waiting to be seen."
la sala de operaciones,operating room,El cirujano se dirigió a la sala de operaciones para comenzar la intervención quirúrgica.,The surgeon headed to the operating room to begin the surgical procedure.
el sanatorio,sanatorium,Mi abuela fue ingresada en el sanatorio para recibir tratamiento médico.,"""My grandmother was admitted to the sanatorium to receive medical treatment."""
la alergía,allergy,Mi hermana sufre de la alergía al polen durante la primavera.,My sister suffers from pollen allergies during the spring.
la asfixia,suffocation,La asfixia es una sensación muy angustiante y peligrosa que se produce cuando hay falta de oxígeno en el cuerpo.,Asphyxiation is a very distressing and dangerous sensation that occurs when there is a lack of oxygen in the body.
el asma,asthma,El asma es una enfermedad crónica que afecta a los pulmones y dificulta la respiración.,Asthma is a chronic disease that affects the lungs and makes breathing difficult.
el ataque al corazón/paro cardiaco,heart attack,El ataque al corazón o paro cardiaco puede ser fatal si no se trata rápidamente.,A heart attack or cardiac arrest can be fatal if not treated promptly.
el calambre,muscle cramp,"Cuando estaba haciendo ejercicio, me dio un calambre en la pierna.","When I was exercising, I got a cramp in my leg."
el cancer,cancer,El cáncer es una enfermedad grave que afecta a millones de personas en todo el mundo.,Cancer is a serious disease that affects millions of people worldwide.
el chinchón,head bump,Vamos a jugar al el chinchón esta noche con nuestros amigos.,"Let's play the card game ""chinchón"" tonight with our friends."
el corte,cut,El peluquero hizo un buen trabajo con el corte de pelo.,The hairdresser did a good job with the haircut.
la deshidratación,dehydration,La deshidratación es un problema grave que puede ocurrir si no se consume suficiente líquido.,Dehydration is a serious problem that can occur if not enough fluids are consumed.
la diabetes,diabetes,La diabetes es una enfermedad crónica que afecta a millones de personas en todo el mundo.,Diabetes is a chronic disease that affects millions of people worldwide.
la diarrea,diarrhea,Es importante beber mucha agua para prevenir la diarrea durante los viajes.,It is important to drink plenty of water to prevent diarrhea during travels.
el dolor,ache/pain,El dolor de cabeza desapareció después de tomar un medicamento.,"""The headache disappeared after taking medication."""
el dolor de cabeza,headache,El dolor de cabeza me impide concentrarme en el trabajo.,The headache is preventing me from concentrating on work.
el dolor de garganta,sore throat,"""Siento el dolor de garganta y necesito descansar.""","""I feel the sore throat and I need to rest."""
el dolor de estómago,stomach ache,Me duele el dolor de estómago después de comer tanto helado.,"""I have a stomachache after eating so much ice cream."""
el dolor de diente,toothache,Me duele mucho el dolor de diente que tengo.,"""I am in a lot of pain from the toothache I have."""
la enfermedad,disease,Es importante cuidarse para prevenir la enfermedad.,It is important to take care of oneself to prevent illness.
la enfermedad cardiaca,heart disease,La enfermedad cardiaca es una condición seria que afecta al corazón.,Heart disease is a serious condition that affects the heart.
la enfermedad infecciosa,infectious disease,La enfermedad infecciosa se transmite fácilmente de una persona a otra si no se toman precauciones adecuadas.,Infectious disease easily spreads from one person to another if proper precautions are not taken.
los escalofríos,shaking chills,"Cuando vi esa película de terror, me dieron los escalofríos.","""Cuando vi esa película de terror, me dieron los escalofríos."", means ""When I watched that horror movie, I got chills."""
la fractura,fracture,El médico examinó la fractura cuidadosamente para determinar el tratamiento adecuado.,"""The doctor examined the fracture carefully to determine the appropriate treatment."""
la fiebre,fever,El médico le recetó medicamentos para bajar la fiebre.,The doctor prescribed medication to him to reduce the fever.
la gripe,flu,"""Mi mamá no pudo venir hoy porque tiene la gripe.""","""My mom couldn't come today because she has the flu."""
la herida,wound,La herida en su pierna requiere atención médica inmediata.,"""The wound on his leg requires immediate medical attention."""
la hipotermia,hypothermia,La hipotermia es una condición peligrosa en la que el cuerpo pierde más calor del que puede generar.,Hypothermia is a dangerous condition where the body loses more heat than it can generate.
la infección,infection,La infección en la garganta me ha estado causando molestias.,The throat infection has been causing me discomfort.
el malestar,discomfort,El médico me recetó medicamentos para aliviar el malestar estomacal.,The doctor prescribed me medication to relieve stomach discomfort.
el morete/moretón,bruise,¡Juan tiene un gran morete en la rodilla por haberse caído mientras jugaba fútbol!,Juan has a large bruise on his knee from falling while playing soccer!
la náusea,nausea,Me dio la náusea al subir a la montaña rusa.,I felt nauseous when I rode the roller coaster.
el raspón,graze,El raspón en la mesa fue causado por el roce del plato al moverlo.,The scratch on the table was caused by the plate rubbing against it when it was moved.
el resfriado,cold,Mañana no podré ir a trabajar debido a el resfriado que tengo.,"""Tomorrow I won't be able to go to work due to the cold I have."""
el sangrado,bleeding,"Después del accidente, el sangrado de la herida era abundante.","After the accident, the bleeding from the wound was abundant."
la tos,cough,Clara tiene mucha la tos y necesita descansar.,Clara has a bad cough and needs to rest.
el virus,virus,El virus ha causado estragos en la población mundial este año.,"""The virus has wreaked havoc on the global population this year."""
el vomito,vomit,Es importante limpiar el vómito rápidamente para evitar malos olores.,It is important to clean up vomit quickly to avoid unpleasant odors.
